timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-05-29 14:47:18,Vol,SENSEX 04 JUN 75400 CALL,118060,6040,1854.6,112020,1128180,,,"periodic record vol=1,128,180 oi=118,060 (OI chg +112,020 +1854.6%)"
2026-05-29 14:47:18,Vol,SENSEX 04 JUN 75600 PUT,285740,41260,592.5,244480,8020640,,,"periodic record vol=8,020,640 oi=285,740 (OI chg +244,480 +592.5%)"
2026-05-29 14:47:19,Vol,SENSEX 04 JUN 75700 PUT,268200,44740,499.5,223460,7207780,,,"periodic record vol=7,207,780 oi=268,200 (OI chg +223,460 +499.5%)"
2026-05-29 14:47:19,Vol,SENSEX 04 JUN 75800 PUT,270400,100700,168.5,169700,9243360,,,"periodic record vol=9,243,360 oi=270,400 (OI chg +169,700 +168.5%)"
2026-05-29 14:47:36,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +2,242,955 | New PE Vol: +2,806,830"
2026-05-29 14:47:36,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +114,980 | New PE Vol: +116,620"
2026-05-29 14:48:41,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,092,000 | New PE Vol: +1,372,605"
2026-05-29 14:48:41,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +56,400 | New PE Vol: +66,700"
2026-05-29 14:49:44,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +709,020 | New PE Vol: +859,495"
2026-05-29 14:49:45,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +34,780 | New PE Vol: +31,100"
2026-05-29 14:50:50,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +716,040 | New PE Vol: +606,060"
2026-05-29 14:50:50,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +23,300 | New PE Vol: +31,600"
